FS   Other            RA (J2000)  Dec              I                  Z                 J(98)                H(98)                K(98)                L'(98)              M(98)
#    Name                                   mag    sem   N     mag    sem   N     mag     sem    N     mag     sem    N      mag    sem    N     mag    sem   N    mag    sem   N 
147  p230-a       19 01 55.27 +42 29 19.6    &     &     &      &     &     &     9.910 (0.006) [05]   9.883 (0.005) [05]   9.865 (0.004) [04]   9.84 (0.02) [03]   &     &     &
&    GL748        19 12 14.60 +02 53 11.1    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &     6.00 (0.02) [01]  6.00 (0.03) [01] 
148  s810-a       19 41 23.52 -03 50 56.1    &     &     &      &     &     &     9.435 (0.010) [05]   9.432 (0.006) [05]   9.444 (0.004) [05]   9.46 (0.02) [04]   &     &     &
149  p338-c       20 00 39.25 +29 58 40.0    &     &     &      &     &     &    10.104 (0.012) [06]  10.082 (0.009) [06]  10.086 (0.009) [06]  10.06 (0.02) [05]   &     &     &
&    BS7773       20 20 39.82 -12 45 32.7    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &      &     &     &    4.87 (0.03) [02]
150  fs2-22       20 36 08.44 +49 38 23.5    &     &     &      &     &     &    10.131 (0.009) [09]   9.989 (0.006) [09]   9.956 (0.005) [08]   9.91 (0.02) [04]   &     &     &
34   EG141        20 42 34.73 -20 04 34.8    &     &     &      &     &     &    12.888 (0.007) [09]  12.927 (0.006) [09]  13.013 (0.004) [09]    &     &     &     &     &     &
&    SA112-822    20 42 54.0  +00 15 02.0  10.31 (0.02)  &    10.12 (0.03)  &      &      &      &      &      &      &      &      &      &      &     &     &     &     &     &
&    GL811.1      20 56 46.60 -10 26 54.6    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &     6.69 (0.01) [03]  6.72 (0.02) [03]
151  p340-h       21 04 14.75 +30 30 21.2    &     &     &      &     &     &    12.205 (0.011) [08]  11.938 (0.009) [08]  11.870 (0.007) [08]    &     &     &     &     &     &
&    HD201941     21 12 45.32 +02 38 33.9    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &     6.61   &     &    6.63 (0.03) [03]
&    HD203856     21 23 35.53 +40 01 07.0    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &     6.87 (0.01) [04]  6.84 (0.03) [02]
29   G93-48       21 52 25.36 +02 23 20.7  12.96 (0.02)  &    12.98 (0.01)  &    13.203 (0.005) [11]  13.248 (0.004) [11]  13.323 (0.003) [11]    &     &     &     &     &     &
&    BRI2202      22 05 36.00 -11 04 27.0    &     &     &      &     &     &    11.588 (0.005) [02]  11.088 (0.007) [02]  10.700 (0.001) [02]    &     &     &     &     &     &
&    SAO34401     22 23 42.24 +55 12 25.1    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &     7.74 (0.01) [06]  7.69 (0.03) [02] 
&    BS8541       22 24 30.99 +49 28 35.0    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &      &     &     &    4.21 (0.03) [02]
152  p460-e       22 27 16.12 +19 16 59.2    &     &     &      &     &     &    11.632 (0.010) [08]  11.128 (0.007) [09]  11.045 (0.006) [09]    &     &     &     &     &     &
30   SA114-750    22 41 44.72 +01 12 36.5  11.93 (0.01)  &    11.84 (0.02)  &    11.939 (0.004) [13]  11.972 (0.004) [14]  12.021 (0.003) [15]    &     &     &     &     &     &
153  s820-e       23 02 32.07 -03 58 53.1    &     &     &      &     &     &    11.552 (0.010) [07]  11.018 (0.005) [07]  10.882 (0.005) [06]    &     &     &     &     &     &
31   GD246        23 12 21.60 +10 47 04.1  13.49 (0.02)  &    13.57 (0.01)  &    13.828 (0.010) [10]  13.935 (0.009) [10]  14.050 (0.007) [10]    &     &     &     &     &     &
32   F108         23 16 12.37 -01 50 34.6  13.26 (0.02)  &    13.36 (0.03) [01]  13.563 (0.009) [08]  13.649 (0.009) [08]  13.748 (0.007) [08]    &     &     &     &     &     &
154  s893-d       23 18 10.08 +00 32 55.6    &     &     &      &     &     &    11.362 (0.007) [07]  11.109 (0.006) [07]  11.058 (0.005) [06]    &     &     &     &     &     &
155  fs2-27       23 49 47.82 +34 13 05.1    &     &     &      &     &     &     9.994 (0.010) [05]   9.503 (0.008) [06]   9.401 (0.007) [06]   9.32 (0.04) [06]   &     &     &
