FS   Other            RA (J2000)  Dec              I                  Z                 J(98)                H(98)                K(98)                L                 M
#    Name                                   mag    sem   N     mag    sem   N     mag     sem    N     mag     sem    N      mag    sem    N     mag    sem   N    mag    sem   N 
119  fs2-53       05 02 57.44 -01 46 42.6    &     &     &      &     &     &     9.916 (0.007) [06]   9.873 (0.004) [06]   9.850 (0.004) [06]   9.80 (0.03) [01]   &     &     &
&    SAO112626    05 19 17.16 +01 42 16.1    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &     8.58 (0.06) [03]   &     &     &
&    BS1869       05 36 15.96 +47 42 55.0    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &      &     &     &    5.37   &     &
&    HD38921      05 47 22.19 -38 13 51.3    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &     7.53   &     &    7.47 (0.03) [01]
12   GD71         05 52 27.66 +15 53 14.3  13.40 (0.02)  &    13.49 (0.02) [02]  14.143 (0.008) [13]  14.033 (0.008) [13]  13.920 (0.006) [13]    &     &     &     &     &     &
13   SA97-249     05 57 07.59 +00 01 11.4  10.87 (0.02)  &    10.75 (0.01)  7    10.491 (0.005) [13]  10.191 (0.003) [12]  10.133 (0.003) [12]  10.07 (0.03) [01]   &     &     &
&    HD40335      05 58 13.52 +01 51 23.0    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &     6.42 (0.01) [01]  6.41 (0.03) [02]
120  lhs216       06 14 01.44 +15 09 58.3    &     &     &      &     &     &    11.335 (0.011) [07]  10.852 (0.009) [07]  10.612 (0.007) [06]    &     &     &     &     &     &
&    BS2228       06 17 34.65 +46 25 26.2    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &      &     &     &    5.85 (0.03) [01]
&    HD44612      06 24 46.60 +43 32 54.5    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &     7.03   &     &    7.03 (0.03) [01]
121  s772-g       06 59 46.82 -04 54 33.2  12.82 (0.01) [02]  12.53 (0.01) [02]  11.971 (0.008) [07]  11.432 (0.005) [07]  11.302 (0.004) [07]    &     &     &     &     &     &
122  p161-d       07 00 52.02 +48 29 24.0    &     &     &      &     &     &    11.644 (0.006) [06]  11.387 (0.004) [07]  11.332 (0.003) [07]    &     &     &     &     &     &
14   Rubin149     07 24 14.40 -00 33 04.1  14.00 (0.01)  &    14.00 (0.01) [02]  14.299 (0.015) [08]  14.237 (0.013) [08]  14.200 (0.008) [08]    &     &     &     &     &     &
15   M67-I-48     08 51 05.81 +11 43 46.9  13.20 (0.02) [02]  13.03 (0.03) [02]  12.729 (0.007) [13]  12.405 (0.004) [13]  12.340 (0.004) [13]    &     &     &     &     &     &
123  p486-r       08 51 11.88 +11 45 21.5  10.05 (0.02) [03]  10.01 (0.03) [03]  10.251 (0.006) [10]  10.239 (0.006) [10]  10.212 (0.004) [10]  10.17 (0.05) [02]   &     &     &
16   M67-IV-8     08 51 15.01 +11 49 21.2  13.38 (0.03) [01]    &     &     &    12.948 (0.006) [11]  12.670 (0.004) [11]  12.621 (0.004) [11]    &     &     &     &     &     &
17   M67-IV-27    08 51 19.31 +11 52 10.4    &     &     &      &     &     &    12.647 (0.005) [10]  12.333 (0.004) [10]  12.266 (0.003) [10]    &     &     &     &     &     &
18   SA100-280    08 53 35.51 -00 36 41.7  11.10 (0.02)  &    10.98 (0.02)  &    10.812 (0.005) [11]  10.570 (0.003) [11]  10.521 (0.002) [11]    &     &     &     &     &     &
124  lhs254       08 54 12.07 -08 04 58.9  12.94 (0.03) [01]  12.28 (0.01) [02]  11.500 (0.011) [07]  11.082 (0.008) [07]  10.761 (0.005) [06]    &     &     &     &     &     &
&    HD77281      09 01 38.01 -01 28 34.8    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &     7.02 (0.01) [01]  7.02 (0.04) [02]
125  p259-c       09 03 20.60 +34 21 03.9    &     &     &      &     &     &    10.789 (0.007) [09]  10.428 (0.006) [10]  10.365 (0.005) [10]  10.25 (0.05) [02]   &     &     &
126  p487-f       09 19 18.73 +10 55 54.2    &     &     &      &     &     &    12.335 (0.009) [10]  11.794 (0.007) [09]  11.667 (0.006) [10]    &     &     &     &     &     &
&    GL347A       09 28 53.5  -07 22 15      &     &     &      &     &     &      &      &      &      &      &      &      &      &      &     7.36 (0.01) [01]   &     &     &
&    HD84800      09 48 44.64 +43 39 55.6    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &     7.54 (0.01) [01]  7.58 (0.03) [02]
127  p212-c       10 06 29.03 +41 01 26.6  12.33 (0.03) [06]    &     &     &    11.947 (0.007) [09]  11.696 (0.005) [10]  11.648 (0.004) [10]    &     &     &     &     &     &
19   G162-66      10 33 42.75 -11 41 38.3  13.32 (0.02)  &    13.35 (0.02)  &    14.007 (0.010) [09]  13.925 (0.009) [09]  13.786 (0.006) [09]    &     &     &     &     &     &
128  lhs2347      11 05 10.40 +07 06 48.7  14.66 (0.03) [01]    &     &     &    12.967 (0.011) [05]  12.431 (0.008) [06]  12.059 (0.006) [05]    &     &     &     &     &     &
20   G163-50      11 07 59.93 -05 09 26.1  13.24 (0.02)  &    13.26 (0.02)  &    13.617 (0.014) [06]  13.581 (0.013) [06]  13.503 (0.010) [06]    &     &     &     &     &     &
129  lhs2397a     11 21 48.95 -13 13 07.9  14.20 (0.03) [01]    &     &     &    11.828 (0.013) [08]  11.198 (0.009) [07]  10.686 (0.008) [08]    &     &     &     &     &     &
130  p264-f       11 24 55.92 +34 44 38.5    &     &     &      &     &     &    12.929 (0.010) [07]  12.357 (0.006) [06]  12.238 (0.005) [06]    &     &     &     &     &     &
21   GD140        11 37 05.15 +29 47 58.4  12.80 (0.03) [01]  12.89 (0.03) [01]  13.324 (0.006) [09]  13.258 (0.004) [09]  13.150 (0.002) [09]    &     &     &     &     &     &
&    BS4550       11 52 58.77 +37 43 07.2    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &      &     &     &    4.41   &     &
&    HD105601     12 09 27.80 +38 37 54.6    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &     6.65 (0.01) [01]  6.73 (0.03) [01]
131  p266-c       12 14 25.40 +35 35 55.6  11.96 (0.04) [05]    &     &     &    11.596 (0.008) [06]  11.347 (0.006) [05]  11.308 (0.005) [05]    &     &     &     &     &     &
&    HD106965     12 17 57.54 +01 34 31.1    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &     7.31 (0.02) [02]  7.30 (0.03) [01]
132  s860-d       12 21 39.36 -00 07 13.3  12.59 (0.03) [01]  12.44 (0.03) [01]  12.149 (0.008) [07]  11.871 (0.006) [06]  11.830 (0.004) [06]    &     &     &     &     &     &
33   GD153        12 57 02.30 +22 01 52.8    &     &     &      &     &     &    14.490 (0.010) [05]  14.382 (0.009) [05]  14.258 (0.005) [06]    &     &     &     &     &     &
133  p172-e       13 15 52.80 +46 06 36.9    &     &     &      &     &     &    12.292 (0.008) [05]  11.940 (0.006) [04]  11.868 (0.005) [05]    &     &     &     &     &     &
23   M3-193       13 41 43.57 +28 29 49.5    &     &     &      &     &     &    12.949 (0.008) [11]  12.443 (0.005) [11]  12.363 (0.004) [11]    &     &     &     &     &     &
&    HD121968     13 58 51.17 -02 54 52.3  10.44 (0.02)  &    10.41 (0.03)  &      &      &      &      &      &      &      &      &      &      &     &     &     &     &     &
134  lhs2924      14 28 43.37 +33 10 41.5    &     &     &      &     &     &    11.884 (0.012) [06]  11.235 (0.009) [06]  10.724 (0.007) [06]  10.12 (0.05) [01]   &     &     &
135  s867-v       14 40 58.04 -00 27 46.6    &     &     &      &     &     &    11.971 (0.007) [05]  11.641 (0.004) [06]  11.586 (0.004) [05]    &     &     &     &     &     &
&    HD129653     14 42 39.56 +36 45 24.3    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &     6.92 (0.01) [02]  6.98 (0.03) [01]
&    HD129655     14 43 46.44 -02 30 20.0    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &     6.68 (0.01) [01]   &     &     &
136  S868-G       14 59 32.05 -00 06 17.0    &     &     &      &     &     &    12.509 (0.010) [06]  11.978 (0.007) [06]  11.870 (0.006) [06]    &     &     &     &     &     &
&    HD136754     15 21 34.53 +24 20 36.1    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &     7.16 (0.01) [02]  7.06 (0.03) [01]
&    PG1528+062B  15 30 39.0  +06 01 13.0  11.14 (0.02)  &    11.01 (0.03)  &      &      &      &      &      &      &      &      &      &      &     &     &     &     &     &
&    BS6092       16 19 44.44 +46 18 48.1    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &      &     &     &    4.38   &     &
137  p565-c       16 26 42.72 +05 52 20.3    &     &     &      &     &     &    12.139 (0.010) [07]  11.877 (0.007) [06]  11.823 (0.006) [05]    &     &     &     &     &     &
138  p275-a       16 28 06.72 +34 58 48.3    &     &     &      &     &     &    10.442 (0.009) [06]  10.413 (0.006) [07]  10.411 (0.006) [07]  10.46 (0.04) [02]   &     &     &
139  p137-f       16 33 52.96 +54 28 22.1    &     &     &      &     &     &    12.693 (0.011) [07]  12.201 (0.008) [07]  12.091 (0.007) [07]    &     &     &     &     &     &
&    SA108-475    16 37 00.0  -00 34 39.0   9.66 (0.02)  &     9.41 (0.03)  &      &      &      &      &      &      &      &      &      &      &     &     &     &     &     &
27   M13-A14      16 40 41.56 +36 21 12.4    &     &     &      &     &     &    13.473 (0.009) [10]  13.179 (0.006) [10]  13.121 (0.005) [10]    &     &     &     &     &     &
140  s587-t       17 13 22.65 -18 53 33.8    &     &     &      &     &     &    10.786 (0.009) [05]  10.432 (0.008) [05]  10.360 (0.006) [05]    &     &     &     &     &     &
&    SA109-381    17 44 12.0  -00 20 33.0  10.72 (0.02)  &    10.54 (0.03)  &      &      &      &      &      &      &      &      &      &      &     &     &     &     &     &
&    HD162208     17 47 58.56 +39 58 50.9    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &     7.14 (0.01) [01]  7.02 (0.03) [01]
&    HD161903     17 48 19.22 -01 48 29.7    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &     7.04 (0.01) [02]  6.96 (0.03) [01]
&    HD161743     17 48 57.93 -38 07 07.5    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &     7.61   &     &    7.61   &     &
141  p389-d       17 48 58.87 +23 17 43.7    &     &     &      &     &     &    11.170 (0.008) [07]  10.879 (0.007) [07]  10.805 (0.006) [07]    &     &     &     &     &     &
35   &            18 27 13.52 +04 03 09.4    &     &     &      &     &     &    12.194 (0.007) [15]  11.840 (0.005) [15]  11.739 (0.005) [14]    &     &     &     &     &     &
142  Ser-EC51     18 29 51.26 +01 13 19.0    &     &     &      &     &     &    15.687 (0.025) [02]  14.252 (0.019) [02]  13.348 (0.016) [02]    &     &     &     &     &     &
143  Ser-EC68     18 29 53.79 +01 13 29.9    &     &     &      &     &     &    16.636 (0.035) [03]  14.393 (0.024) [04]  12.947 (0.020) [04]    &     &     &     &     &     &
144  Ser-EC84     18 29 56.90 +01 12 47.1    &     &     &      &     &     &    14.951 (0.039) [02]  12.539 (0.025) [02]  10.970 (0.019) [02]    &     &     &     &     &     &
145  Ser-EC160    18 30 05.81 +01 13 47.3    &     &     &      &     &     &    17.051 (0.067) [04]  13.946 (0.031) [04]  12.064 (0.025) [04]    &     &     &     &     &     &
&    SA110-232    18 40 52.0  +00 01 55.0  11.47 (0.02)  &    11.30 (0.03)  &      &      &      &      &      &      &      &      &      &      &     &     &     &     &     &
146  p280-u       18 54 04.01 +37 07 18.6    &     &     &      &     &     &    10.704 (0.010) [05]  10.213 (0.007) [05]  10.129 (0.006) [05]    &     &     &     &     &     &
147  p230-a       19 01 55.27 +42 29 19.6    &     &     &      &     &     &     9.910 (0.006) [05]   9.883 (0.005) [05]   9.865 (0.004) [04]   9.85 (0.04) [03]   &     &     &
&    GL748        19 12 14.60 +02 53 11.1    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &     6.00 (0.01) [01]   &     &     &
148  s810-a       19 41 23.52 -03 50 56.1    &     &     &      &     &     &     9.509 (0.010) [05]   9.490 (0.006) [05]   9.477 (0.004) [05]   9.46 (0.02) [03]   &     &     &
149  p338-c       20 00 39.25 +29 58 40.0    &     &     &      &     &     &    10.112 (0.012) [06]  10.090 (0.009) [06]  10.086 (0.009) [06]  10.04 (0.05) [02]   &     &     &
&    BS7773       20 20 39.82 -12 45 32.7    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &      &     &     &    4.86   &     &
150  fs2-22       20 36 08.44 +49 38 23.5    &     &     &      &     &     &    10.157 (0.009) [09]  10.009 (0.006) [09]   9.956 (0.005) [08]   9.88 (0.03) [01]   &     &     &
34   EG141        20 42 34.73 -20 04 34.8    &     &     &      &     &     &    13.166 (0.007) [09]  13.092 (0.006) [09]  13.003 (0.004) [09]    &     &     &     &     &     &
&    SA112-822    20 42 54.0  +00 15 02.0  10.31 (0.02)  &    10.12 (0.03)  &      &      &      &      &      &      &      &      &      &      &     &     &     &     &     &
&    GL811.1      20 56 46.60 -10 26 54.6    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &     6.69 (0.01) [01]  6.73 (0.03) [02]
151  p340-h       21 04 14.75 +30 30 21.2    &     &     &      &     &     &    12.206 (0.011) [08]  11.943 (0.009) [08]  11.869 (0.007) [08]    &     &     &     &     &     &
&    HD201941     21 12 45.32 +02 38 33.9    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &     6.61   &     &     &     &     &
&    HD203856     21 23 35.53 +40 01 07.0    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &     6.85 (0.01) [01]  6.83 (0.03) [01]
29   G93-48       21 52 25.36 +02 23 20.7  12.96 (0.02)  &    12.98 (0.01)  &    13.463 (0.005) [11]  13.398 (0.004) [11]  13.314 (0.003) [11]    &     &     &     &     &     &
&    SAO34401     22 23 42.24 +55 12 25.1    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &     7.74 (0.02) [02]   &     &     &
&    BS8541       22 24 30.99 +49 28 35.0    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &      &     &     &    4.22 (0.03)  &
152  p460-e       22 27 16.12 +19 16 59.2    &     &     &      &     &     &    11.620 (0.010) [08]  11.120 (0.007) [09]  11.045 (0.006) [09]    &     &     &     &     &     &
30   SA114-750    22 41 44.72 +01 12 36.5  11.93 (0.01)  &    11.84 (0.02)  &    12.100 (0.004) [13]  12.060 (0.004) [14]  12.023 (0.003) [15]    &     &     &     &     &     &
153  s820-e       23 02 32.07 -03 58 53.1    &     &     &      &     &     &    11.566 (0.010) [07]  11.009 (0.005) [07]  10.882 (0.005) [06]    &     &     &     &     &     &
31   GD246        23 12 21.60 +10 47 04.1  13.49 (0.02)  &    13.57 (0.01)  &    14.286 (0.010) [10]  14.161 (0.009) [10]  14.042 (0.007) [10]    &     &     &     &     &     &
32   F108         23 16 12.37 -01 50 34.6  13.26 (0.02)  &    13.36 (0.03) [01]  13.887 (0.009) [08]  13.784 (0.009) [08]  13.680 (0.007) [08]    &     &     &     &     &     &
154  s893-d       23 18 10.08 +00 32 55.6    &     &     &      &     &     &    11.362 (0.007) [07]  11.109 (0.006) [07]  11.058 (0.005) [06]    &     &     &     &     &     &
155  fs2-27       23 49 47.82 +34 13 05.1    &     &     &      &     &     &     9.994 (0.010) [05]   9.503 (0.008) [06]   9.401 (0.007) [06]   9.35 (0.05) [02]   &     &     &
