743 789 31 0.0
286 332 25 0.0
628 674 26 1.0
400 446 24 0.4
514 560 22 0.5
457 503 -9 3.1
571 617 -12 3.3
343 389 -15 3.8
686 732 -16 5.2
229 275 -20 4.1
800 846 -21 5.5
114 160 -26 2.6
914 960 -25 6.0
0 46 -32 2.6

