Number  Other         RA  (J2000)  Dec       K(98)   sem    N      J-H(98) sem    N      H-K(98) sem    N
        Name     
FS 1    G158-100  00 33 54.48 -12 07 58.1   12.956 (0.004) [09]    0.379 (0.008) [10]    0.069 (0.004) [09]
FS 2    SA92-342  00 55 09.93 +00 43 13.1   10.468 (0.004) [12]    0.202 (0.005) [11]    0.043 (0.002) [12]
FS 3    F11       01 04 21.63 +04 13 36.0   12.827 (0.003) [07]   -0.109 (0.004) [07]   -0.108 (0.005) [08]
FS 4    SA93-317  01 54 37.70 +00 43 00.5   10.279 (0.002) [11]    0.234 (0.006) [11]    0.039 (0.002) [11]
FS 5    F16       01 54 34.65 -06 46 00.4   12.339 (0.005) [08]    0.004 (0.002) [07]   -0.006 (0.002) [08]
FS 6    F22       02 30 16.64 +05 15 51.1   13.384 (0.005) [08]   -0.058 (0.005) [08]   -0.084 (0.005) [08]
FS 7    SA94-242  02 57 21.21 +00 18 38.2   10.942 (0.002) [14]    0.123 (0.003) [14]    0.039 (0.001) [14]
FS 10   GD50      03 48 50.20 -00 58 31.2   14.987 (0.011) [09]   -0.102 (0.006) [09]   -0.144 (0.010) [09]
FS 11   SA96-83   04 52 58.92 -00 14 41.6   11.252 (0.002) [18]    0.064 (0.002) [18]    0.027 (0.001) [18]
FS 12   GD71      05 52 27.66 +15 53 14.3   13.920 (0.006) [13]   -0.113 (0.004) [13]   -0.115 (0.005) [13]
FS 13   SA97-249  05 57 07.59 +00 01 11.4   10.134 (0.002) [12]    0.307 (0.007) [13]    0.059 (0.001) [12]
FS 14   Rubin149  07 24 14.40 -00 33 04.1   14.200 (0.008) [08]   -0.064 (0.007) [08]   -0.038 (0.010) [08]
FS 15   M67-I-48  08 51 05.81 +11 43 46.9   12.341 (0.003) [13]    0.330 (0.007) [13]    0.066 (0.002) [13]
FS 16   M67-IV-8  08 51 15.01 +11 49 21.2   12.622 (0.004) [11]    0.284 (0.007) [11]    0.050 (0.002) [11]
