FS   Other            RA (J2000)  Dec              I                  Z                Y(MKO)                J(MKO)               H(MKO)               K(MKO)               L'(98)              M(98)
#    Name                                   mag    sem   N     mag    sem   N     mag     sem    N     mag     sem    N     mag     sem    N      mag    sem    N     mag     sem    N     mag   sem   N 
151  p340-h       21 04 14.75 +30 30 21.2    &     &     &      &     &     &    12.449 (0.012) [29]  12.211 (0.014) [03]  11.946 (0.008) [03]  11.865 (0.014) [03]    &      &      &     &     &     &
&    HD201941     21 12 45.32 +02 38 33.9    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &      &      &      &     6.61    &      &    6.63 (0.03) [03]
&    HD203856     21 23 35.53 +40 01 07.0    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &      &      &      &     6.871 (0.013) [05]  6.84 (0.02) [03]
29   G93-48       21 52 25.36 +02 23 20.7  12.96 (0.02)  &    12.98 (0.01)  &    13.143 (0.012) [36]  13.215 (0.012) [04]  13.255 (0.010) [04]  13.330 (0.008) [04]    &      &      &     &     &     &
&    BRI2202      22 05 36.00 -11 04 27.0    &     &     &      &     &     &      &      &      &    11.595 (0.007) [03]  11.085 (0.013) [04]  10.708 (0.010) [03]    &      &      &     &     &     &
&    SAO34401     22 23 42.24 +55 12 25.1    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &      &      &      &     7.735 (0.013) [06]  7.70 (0.02) [03] 
&    BS8541       22 24 30.99 +49 28 35.0    &     &     &      &     &     &      &      &      &      &      &      &      &      &      &      &      &      &      &      &      &    4.20 (0.02) [03]
152  p460-e       22 27 16.12 +19 16 59.2    &     &     &      &     &     &      &      &      &    11.648 (0.013) [04]  11.130 (0.009) [04]  11.048 (0.007) [04]    &      &      &     &     &     &
30   SA114-750    22 41 44.72 +01 12 36.5  11.93 (0.01)  &    11.84 (0.02)  &    11.891 (0.013) [46]  11.936 (0.005) [03]  11.975 (0.014) [04]  12.013 (0.012) [04]    &      &      &     &     &     &
153  s820-e       23 02 32.07 -03 58 53.1    &     &     &      &     &     &      &      &      &    11.603 (0.013) [04]  11.029 (0.012) [04]  10.890 (0.009) [04]    &      &      &     &     &     &
31   GD246        23 12 21.60 +10 47 04.1  13.49 (0.02)  &    13.57 (0.01)  &    13.735 (0.011) [42]  13.845 (0.017) [03]  13.961 (0.009) [04]  14.064 (0.014) [04]    &      &      &     &     &     &
32   F108         23 16 12.37 -01 50 34.6  13.26 (0.02)  &    13.36 (0.03) [01]  13.469 (0.011) [16]  13.570 (0.007) [03]  13.663 (0.010) [03]  13.746 (0.008) [02]    &      &      &     &     &     &
154  s893-d       23 18 10.08 +00 32 55.6    &     &     &      &     &     &      &      &      &    11.373 (0.008) [03]  11.098 (0.012) [04]  11.050 (0.008) [03]    &      &      &     &     &     &
&    S667-D       23 23 34.40 -15 21 07.0    &     &     &      &     &     &      &      &      &    11.811 (0.009) [06]  11.559 (0.012) [05]  11.537 (0.014) [06]    &      &      &     &     &     &
&    P290-D       23 30 33.4 +38 18 57       &     &     &      &     &     &      &      &      &    11.617 (0.009) [03]  11.331 (0.009) [03]  11.255 (0.016) [03]    &      &      &     &     &     &
&    PG2331       23 33 44.5 +05:46:40.8     &     &     &      &     &     &      &      &      &    15.333 (0.030) [04]  15.381 (0.031) [05]  15.404 (0.040) [04]    &      &      &     &     &     &
155  fs2-27       23 49 47.82 +34 13 05.1    &     &     &      &     &     &      &      &      &     9.964 (0.009) [04]   9.472 (0.016) [05]   9.383 (0.013) [06]   9.32 (0.02)  [05]    &     &     &
